0.17,2.28,98,18,1.16,1.35,2
0.32,2.2,162,19,1.16,3.28,2
0.14,2.74,134,21.5,0.95,1.56,2
0.29,1.98,85,16,1.23,1.77,2
0.24,2.1,88,18.5,1.04,1.95,2
0.45,2.21,88,18,1.42,2.81,2
0.26,1.7,97,17.5,1.27,1.4,2
0.29,1.9,88,18.5,1.04,1.35,2
0.34,2.46,98,21,0.8,1.31,2
0.37,1.88,86,19.5,0.94,1.42,2
0.32,1.98,85,20.5,1.04,1.48,2
0.66,2.27,90,22,0.86,1.42,2
0.37,2.12,80,19,1,1.63,2
0.48,2.28,84,22.5,0.88,1.63,2
0.39,1.94,92,19,0.86,2.08,2
0.29,2.7,94,20,0.96,2.49,2
0.24,1.82,107,19.5,0.75,3.58,2
0.26,2.17,88,21,0.9,1.22,2
0.6,2.92,103,20,1.23,1.05,2
0.42,2.5,88,21,1.1,1.44,2
0.43,2.5,84,22.5,0.93,1.04,2
0.52,2.2,85,21.5,1.71,2.01,2
0.3,1.99,86,20.8,0.95,1.53,2
0.34,2.19,108,22.5,1.06,1.61,2
0.43,1.98,80,16,0.7,0.83,2
0.37,2,87,19,0.93,1.87,2
0.32,2.42,96,20,0.8,1.83,2
0.47,3.23,119,28.5,0.93,1.87,2
0.43,2.73,102,26.5,0.92,1.71,2
0.3,2.13,86,21.5,0.73,2.01,2
0.21,2.39,82,21,0.75,2.91,2
0.37,2.17,85,21,0.86,1.35,2
0.39,2.29,86,21.5,0.69,1.77,2
0.58,2.78,92,28.5,0.97,1.76,2
0.4,2.3,88,24.5,0.89,1.9,2
0.42,2.38,80,22,0.79,1.35,2
0.21,2.32,122,18,0.76,0.94,3
0.24,2.4,104,20,0.74,0.83,3
0.27,2.4,98,24,0.66,0.83,3
0.17,2.36,106,21.5,0.78,0.84,3
0.6,2.25,85,17.5,0.75,1.25,3
0.63,2.2,94,18.5,0.73,0.94,3
0.53,2.54,89,21,0.75,0.8,3
0.63,2.64,96,25,0.82,1.1,3
0.58,2.19,88,19.5,0.81,0.88,3
0.53,2.61,101,24,0.89,0.81,3
0.53,2.7,96,21,0.77,0.75,3
0.37,2.35,89,20,0.7,0.64,3
0.5,2.72,97,23.5,0.89,0.55,3
0.47,2.35,92,20,0.91,1.02,3
0.29,2.2,112,18.5,0.65,1.14,3
0.43,2.15,102,21,0.6,1.3,3
0.4,2.23,80,20,0.58,0.68,3
0.47,2.48,86,21.5,0.54,0.86,3
0.45,2.38,92,21.5,0.55,1.25,3
0.34,2.36,113,21.5,0.57,1.14,3
0.22,2.62,123,24,0.59,1.25,3
0.24,2.48,112,22,0.48,1.26,3
0.26,2.75,116,25.5,0.61,1.56,3
0.61,2.28,98,18.5,0.56,1.87,3
0.53,2.1,103,20,0.58,1.4,3
0.61,2.32,93,22,0.6,1.55,3
0.48,2.38,89,19.5,0.57,1.56,3
0.63,2.64,97,27,0.67,1.14,3
0.53,2.7,98,25,0.57,2.7,3
0.52,2.64,89,22.5,0.57,2.29,3
0.5,2.38,88,21,0.56,1.04,3
0.5,2.54,107,20,0.96,0.8,3
0.6,2.58,106,22,0.87,0.96,3
0.4,2.35,106,18.5,0.68,0.94,3
0.41,2.3,90,22,0.7,1.03,3
0.52,2.26,88,22.5,0.78,1.15,3
0.43,2.6,111,23,0.85,1.46,3
0.4,2.3,88,19.5,0.72,0.97,3
0.39,2.69,105,24.5,0.74,1.54,3
0.27,2.86,112,25,0.67,1.11,3
0.4,2.32,96,19,0.66,0.73,3
0.48,2.28,86,19.5,0.57,0.64,3
0.44,2.48,91,20,0.62,1.24,3
0.52,2.45,95,20.5,0.64,1.06,3
0.43,2.48,102,23,0.7,1.41,3
0.43,2.26,120,20,0.59,1.35,3
0.53,2.37,120,20,0.6,1.46,3
0.56,2.74,96,24.5,0.61,1.35,3
